institutioncode,catalognumber,scientificname,country,decimallatitude,decimallongitude
AM,R.116304,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.110275,Laticauda laticaudata,New Caledonia,-22.266,166.433
AM,R.110303,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.104020,Laticauda colubrina,Solomon Islands,-8.266,157.5
AM,R.104015,Laticauda colubrina,Solomon Islands,-8.266,157.5
AM,R.116360,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.45820,Laticauda colubrina,Fiji,-19.0,178.416
AM,R.116344,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116314,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109717,Laticauda laticaudata,Vanuatu,-17.783,168.25
AM,R.138635,Laticauda saintgironsi,New Caledonia,-22.55,167.416
AM,R.101193,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.110281,Laticauda saintgironsi,New Caledonia,-22.266,166.433
AM,R.116556,Laticauda colubrina,Tonga,-21.083,175.116
AM,R.109656,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.144026.002,Laticauda frontalis,Vanuatu,-17.78388,168.28221
AM,R.109686,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.109886,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.45793,Laticauda colubrina,,-5.95,155.333
AM,R.116611,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.124894,Laticauda colubrina,,-9.25,152.933
AM,R.116354,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.116614,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.101217,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.110053,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.109655,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.101197,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.109662,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.109672,Laticauda saintgironsi,New Caledonia,-22.516,166.6
AM,R.116622,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.109716,Laticauda frontalis,Vanuatu,-17.516,168.4
AM,R.109735,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.116540,Laticauda colubrina,Tonga,-21.083,175.133
AM,R.144071,Laticauda saintgironsi,New Caledonia,-20.6311,164.87499
AM,R.116618,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.116369,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.116536,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116523,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116272,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.101212,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.116312,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.144025,Laticauda frontalis,Vanuatu,-17.78388,168.28221
AM,R.116287,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.101181,Laticauda colubrina,Solomon Islands,-11.833,160.466
AM,R.116303,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.116289,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.116366,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.109727,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.101191,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.101225,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.123460,Laticauda crockeri,Solomon Islands,-11.75,160.5
AM,R.109698,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.116296,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.116362,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.116399,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.109644,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116604,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.45819,Laticauda colubrina,Fiji,-19.0,178.416
AM,R.144094,Laticauda saintgironsi,New Caledonia,-20.30361,164.09749
AM,R.104014,Laticauda colubrina,Solomon Islands,-8.266,157.5
AM,R.101291,Laticauda colubrina,Solomon Islands,-11.75,160.4
AM,R.109703,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.109706,Laticauda frontalis,Vanuatu,-17.516,168.4
AM,R.144023,Laticauda frontalis,Vanuatu,-17.72054,168.17499
AM,R.123463,Laticauda crockeri,Solomon Islands,-11.75,160.5
AM,R.109741,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.116363,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.116625,Laticauda frontalis,Vanuatu,-17.516,168.4
AM,R.116566,Laticauda laticaudata,Fiji,-16.233,179.1
AM,R.109713,Laticauda frontalis,Vanuatu,-17.516,168.4
AM,R.109705,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.110306,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116323,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109725,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.109889,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.116285,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.104041,Laticauda colubrina,Fiji,-17.983,178.7
AM,R.110274,Laticauda laticaudata,New Caledonia,-22.266,166.433
AM,R.116290,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.109932,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116538,Laticauda colubrina,Tonga,-21.083,175.133
AM,R.78036,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.110301,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.109664,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.110255,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116357,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.45795,Laticauda laticaudata,,-10.6,150.65
AM,R.110273,Laticauda laticaudata,New Caledonia,-22.266,166.433
AM,R.110272,Laticauda laticaudata,New Caledonia,-22.266,166.433
AM,R.109679,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.127264,Laticauda colubrina,Solomon Islands,-6.65,156.566
AM,R.116325,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.138884.002,Laticauda frontalis,Vanuatu,-13.433,166.683
AM,R.101189,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.109647,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116550,Laticauda colubrina,Tonga,-21.083,175.116
AM,R.116384,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.124893,Laticauda colubrina,,-9.25,152.933
AM,R.116549,Laticauda colubrina,Tonga,-21.083,175.116
AM,R.116295,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.116319,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116396,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.109702,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.144054.002,Laticauda colubrina,Vanuatu,-17.51804,168.42249
AM,R.144052.002,Laticauda colubrina,Vanuatu,-17.51804,168.42249
AM,R.116311,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116278,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.78049,Laticauda laticaudata,New Caledonia,-20.216,164.0
AM,R.110065,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.110251,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.109894,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.144069,Laticauda saintgironsi,New Caledonia,-20.71333,165.02332
AM,R.109696,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.116326,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109681,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.116539,Laticauda colubrina,Tonga,-21.083,175.133
AM,R.109660,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.109692,Laticauda saintgironsi,New Caledonia,-22.516,166.6
AM,R.3424,Laticauda guineai,Papua New Guinea,-9.333,147.133
AM,R.144025.003,Laticauda frontalis,Vanuatu,-17.78388,168.28221
AM,R.101219,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.123468,Laticauda crockeri,Solomon Islands,-11.75,160.5
AM,R.144045,Laticauda laticaudata,Vanuatu,-17.78388,168.28221
AM,R.144022.001,Laticauda frontalis,Vanuatu,-17.51804,168.42249
AM,R.110245,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.116316,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109700,Laticauda laticaudata,New Caledonia,-22.55,166.8
AM,R.111328,Laticauda laticaudata,New Caledonia,-22.266,166.45
AM,R.109879,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.116546,Laticauda colubrina,Tonga,-21.083,175.133
AM,R.109690,Laticauda saintgironsi,New Caledonia,-22.516,166.6
AM,R.109893,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.116619,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.110249,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.110287,Laticauda saintgironsi,New Caledonia,-22.266,166.433
AM,R.110279,Laticauda saintgironsi,New Caledonia,-22.266,166.433
AM,R.144046,Laticauda laticaudata,Vanuatu,-17.78388,168.28221
AM,R.123470,Laticauda crockeri,Solomon Islands,-11.75,160.5
AM,R.116355,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.109934,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.101216,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.116288,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.110247,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.109753,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.116386,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.101221,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.109711,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.144024.001,Laticauda frontalis,Vanuatu,-17.72054,168.17499
AM,R.104018,Laticauda colubrina,Solomon Islands,-8.266,157.5
AM,R.116606,Laticauda frontalis,Vanuatu,-15.333,167.166
AM,R.116534,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.123465,Laticauda crockeri,Solomon Islands,-11.75,160.5
AM,R.109721,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.116532,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116525,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116300,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.104011,Laticauda colubrina,Solomon Islands,-8.266,157.5
AM,R.109625,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.110070,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.110305,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.109930,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116297,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.116528,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116395,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.144020,Laticauda frontalis,Vanuatu,-17.51804,168.42249
AM,R.116322,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116281,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.110300,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109628,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109887,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.116315,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.110254,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.109663,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.124901,Laticauda colubrina,,-9.25,152.933
AM,R.109719,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.109699,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.121992,Laticauda colubrina,Vanuatu,-17.75,168.3
AM,R.116328,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.121991,Laticauda saintgironsi,New Caledonia,-22.266,166.45
AM,R.116298,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.116602,Laticauda frontalis,Vanuatu,-17.516,168.4
AM,R.123469,Laticauda crockeri,Solomon Islands,-11.75,160.5
AM,R.110269,Laticauda laticaudata,New Caledonia,-22.266,166.433
AM,R.116522,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.110252,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.144070,Laticauda saintgironsi,New Caledonia,-20.6311,164.87499
AM,R.101292,Laticauda colubrina,Solomon Islands,-11.75,160.4
AM,R.110052,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.109645,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116552,Laticauda colubrina,Tonga,-21.083,175.116
AM,R.144043,Laticauda colubrina,Vanuatu,-17.72054,168.17499
AM,R.78031,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.116615,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.109728,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.116377,Laticauda colubrina,Fiji,-17.983,178.7
AM,R.116530,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.78041,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.109643,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116352,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.109747,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.109639,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116309,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109689,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.109744,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.101202,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.78043,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.78037,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.116310,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.144020.003,Laticauda frontalis,Vanuatu,-17.51804,168.42249
AM,R.101187,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.116601,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.110073,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116351,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.116383,Laticauda colubrina,Fiji,-17.983,178.7
AM,R.109677,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.116293,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.109750,Laticauda frontalis,Vanuatu,-17.516,168.4
AM,R.144095,Laticauda saintgironsi,New Caledonia,-20.30361,164.09749
AM,R.104007,Laticauda crockeri,Solomon Islands,-11.75,160.416
AM,R.109661,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.116283,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.109659,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.116284,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.144022,Laticauda frontalis,Vanuatu,-17.51804,168.42249
AM,R.123467,Laticauda crockeri,Solomon Islands,-11.75,160.5
AM,R.144051,Laticauda colubrina,Vanuatu,-17.51804,168.42249
AM,R.109738,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.144025.001,Laticauda frontalis,Vanuatu,-17.78388,168.28221
AM,R.109684,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.116381,Laticauda colubrina,Fiji,-17.983,178.7
AM,R.101220,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.121990,Laticauda saintgironsi,New Caledonia,-22.266,166.45
AM,R.116302,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.110286,Laticauda laticaudata,New Caledonia,-22.266,166.433
AM,R.110067,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.109678,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.144049,Laticauda colubrina,Vanuatu,-17.78388,168.28221
AM,R.109632,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.144025.002,Laticauda frontalis,Vanuatu,-17.78388,168.28221
AM,R.123461,Laticauda crockeri,Solomon Islands,-11.75,160.5
AM,R.101204,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.90369,Laticauda colubrina,Fiji,-19.0,178.416
AM,R.101293,Laticauda colubrina,Solomon Islands,-11.75,160.4
AM,R.116282,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.101206,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.109748,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.109671,Laticauda saintgironsi,New Caledonia,-22.516,166.6
AM,R.116623,Laticauda frontalis,Vanuatu,-17.616,168.5
AM,R.116338,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109640,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109653,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109742,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.123458,Laticauda crockeri,Solomon Islands,-11.75,160.5
AM,R.78038,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.144055.001,Laticauda frontalis,Vanuatu,-17.78388,168.28221
AM,R.101223,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.123459,Laticauda crockeri,Solomon Islands,-11.75,160.5
AM,R.125271,Laticauda colubrina,,-9.25,152.933
AM,R.78044,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.109654,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.111329,Laticauda laticaudata,New Caledonia,-22.266,166.45
AM,R.116553,Laticauda colubrina,Tonga,-21.083,175.116
AM,R.101198,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.116274,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.78042,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.116555,Laticauda colubrina,Tonga,-21.083,175.116
AM,R.109697,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.116365,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.104010,Laticauda colubrina,Solomon Islands,-8.266,157.5
AM,R.144093,Laticauda saintgironsi,New Caledonia,-20.30361,164.09749
AM,R.116321,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.101208,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.109884,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.116341,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109642,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109724,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.144090,Laticauda saintgironsi,New Caledonia,-20.383,164.133
AM,R.109687,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.109732,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.116394,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.109890,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.109641,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.110248,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.116375,Laticauda colubrina,Fiji,-17.983,178.7
AM,R.110069,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.101188,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.116333,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116531,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.144073.001,Laticauda saintgironsi,New Caledonia,-20.6311,164.87499
AM,R.101196,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.69515,Laticauda guineai,,-9.416,146.933
AM,R.109729,Laticauda frontalis,Vanuatu,-17.516,168.4
AM,R.109683,Laticauda saintgironsi,New Caledonia,-22.55,166.8
AM,R.116390,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.109631,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116551,Laticauda colubrina,Tonga,-21.083,175.116
AM,R.109896,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.116332,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109626,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.78048,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.101194,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.101186,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.109880,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.116380,Laticauda colubrina,Fiji,-17.983,178.7
AM,R.116533,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.101205,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.78035,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.109649,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.144020.001,Laticauda frontalis,Vanuatu,-17.51804,168.42249
AM,R.104006,Laticauda crockeri,Solomon Islands,-11.75,160.416
AM,R.116346,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.124861,Laticauda colubrina,,-9.25,152.933
AM,R.109740,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.109650,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116621,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.116391,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.116324,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109723,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.116318,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.101182,Laticauda colubrina,Solomon Islands,-11.833,160.466
AM,R.110055,Laticauda colubrina,Fiji,-18.25,178.216
BYU,7061,Laticauda colubrina schneider,Solomon Islands,-9.6508574,160.2297907
BYU,31224,Laticauda colubrina schneider,Solomon Islands,-9.410851,-160.181275
CAS,14997,Laticauda semifasciata,Japan,24.81083,125.33083
CAS,216439,Laticauda colubrina,Myanmar,17.72072,94.53469
CAS,216440,Laticauda laticaudata,Myanmar,17.72072,94.53469
CAS,256564,Laticauda colubrina,Palau,7.361,134.4385833333
CAS,14969,Laticauda colubrina,Singapore,1.3666666944,103.8
CAS,14970,Laticauda colubrina,Singapore,1.3666666944,103.8
CAS,14972,Laticauda colubrina,Singapore,1.3666666944,103.8
MCZ,R-140734,Laticauda colubrina,Papua New Guinea,-9.5108695,147.262295
MCZ,R-145940,Laticauda colubrina,Papua New Guinea,-10.3057065,150.44826
MCZ,R-149695,Laticauda colubrina,Papua New Guinea,-9.5163043,147.1766848
MCZ,R-152046,Laticauda colubrina,Papua New Guinea,-9.4266304,146.9335154
MCZ,R-152048,Laticauda colubrina,Papua New Guinea,-9.4266304,146.9335154
MCZ,R-154245,Laticauda colubrina,Papua New Guinea,-2.5706382,150.79306
MCZ,R-25981,Laticauda semifasciata,Japan,24.783,125.333
MCZ,R-48670,Laticauda colubrina,Solomon Islands,-9.0,160.1667
MCZ,R-59126,Laticauda colobrina,Papua New Guinea,-9.4438405,147.2167577
MCZ,R-59127,Laticauda colobrina,Papua New Guinea,-9.4438405,147.2167577
MCZ,R-72060,Laticauda colubrina,Papua New Guinea,-5.7823193,154.7520158
MCZ,R-928,Laticauda colubrina,Singapore,1.289162,103.8543
MVZ,MVZ:Herp:274578,Laticauda colubrina,Indonesia,-5.6466712,132.6383123
MVZ,MVZ:Herp:274581,Laticauda colubrina,Indonesia,-5.6466712,132.6383123
MVZ,MVZ:Herp:40707,Laticauda colubrina,,7.7439875112,98.3728306719
UCM,UCM:Herp:17828,Laticauda laticaudata affinis,Japan,26.37083,127.78667
UCM,UCM:Herp:55732,Laticauda colubrina,Japan,26.64125,127.86431
UCM,UCM:Herp:58881,Laticauda semifasciata,Japan,35.9999962,137.9999924
USNM,213481,Laticauda colubrina,Papua New Guinea,-9.4358,147.141
USNM,213480,Laticauda colubrina,Papua New Guinea,-9.4358,147.141
AM,R.110064,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.109710,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.110054,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.110315,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.144072,Laticauda saintgironsi,New Caledonia,-20.6311,164.87499
AM,R.116605,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.124800,Laticauda colubrina,,-5.216,145.81388
AM,R.109670,Laticauda saintgironsi,New Caledonia,-22.516,166.6
AM,R.104008,Laticauda crockeri,Solomon Islands,-11.75,160.416
AM,R.144024.002,Laticauda frontalis,Vanuatu,-17.72054,168.17499
AM,R.110072,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116317,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.127266,Laticauda colubrina,Solomon Islands,-6.65,156.566
AM,R.109882,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.144028,Laticauda frontalis,Vanuatu,-17.78388,168.28221
AM,R.101325,Laticauda crockeri,Solomon Islands,-11.75,160.4
AM,R.116554,Laticauda colubrina,Tonga,-21.083,175.116
AM,R.116616,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.101190,Laticauda crockeri,Solomon Islands,-11.833,160.466
AM,R.110066,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.110062,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.138884.001,Laticauda frontalis,Vanuatu,-13.433,166.683
AM,R.109635,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.116393,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.116398,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.20883,Laticauda colubrina,Australia,-33.816,151.216
AM,R.123462,Laticauda crockeri,Solomon Islands,-11.75,160.5
AM,R.109736,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.116361,Laticauda colubrina,Fiji,-17.85,177.2
AM,R.144077,Laticauda saintgironsi,New Caledonia,-20.26971,164.42027
AM,R.116389,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.44395,Laticauda colubrina,Papua New Guinea,-11.2,153.0
AM,R.116568,Laticauda laticaudata,Fiji,-16.233,179.1
AM,R.109885,Laticauda colubrina,Fiji,-18.25,178.216
AM,R.78032,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.78040,Laticauda saintgironsi,New Caledonia,-20.216,164.0
AM,R.116331,Laticauda laticaudata,New Caledonia,-22.333,166.566
AM,R.109746,Laticauda frontalis,Vanuatu,-17.516,168.4
AM,R.144079,Laticauda saintgironsi,New Caledonia,-20.6311,164.87499
AM,R.116385,Laticauda colubrina,Fiji,-16.233,179.1
AM,R.118103,Laticauda frontalis,Vanuatu,-17.616,168.5
AM,R.109734,Laticauda colubrina,Vanuatu,-17.516,168.4
AM,R.144054,Laticauda colubrina,Vanuatu,-17.51804,168.42249
AM,R.144055,Laticauda frontalis,Vanuatu,-17.78388,168.28221
AM,R.144024,Laticauda frontalis,Vanuatu,-17.72054,168.17499
AM,R.90371,Laticauda colubrina,Fiji,-19.0,178.416
AM,R.109712,Laticauda frontalis,Vanuatu,-17.516,168.4
AM,R.109730,Laticauda frontalis,Vanuatu,-17.516,168.4
AM,R.110280,Laticauda laticaudata,New Caledonia,-22.266,166.433
AM,R.116526,Laticauda colubrina,Fiji,-16.333,179.383
AM,R.116291,Laticauda saintgironsi,New Caledonia,-22.333,166.566
AM,R.101324,Laticauda crockeri,Solomon Islands,-11.75,160.4
AM,R.116353,Laticauda colubrina,Fiji,-17.85,177.2
